                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    887,                 0.5191,                0.44219,                0.82864,                 0.3636,                0.42879,                0.40146,                0.29804,                 1.0058,                 2.8916,                 0.9491,              0.0098246,              0.0098246,              0.0098246
                    888,                0.56007,                0.46608,                0.82802,                0.55004,                 0.3741,                0.40921,                0.30434,                 1.0025,                 2.8419,                0.94836,              0.0098244,              0.0098244,              0.0098244
                    889,                0.54021,                0.44083,                0.83524,                0.55102,                0.36947,                0.40849,                  0.306,                0.99506,                 2.8144,                0.95373,              0.0098242,              0.0098242,              0.0098242
                    890,                0.54158,                0.46656,                0.84025,                0.62374,                0.38466,                0.41149,                0.30729,                0.99519,                 2.8058,                0.95139,               0.009824,               0.009824,               0.009824
                    891,                0.51843,                0.45295,                0.83148,                0.50774,                0.43197,                 0.4223,                0.32071,                 0.9978,                 2.7575,                0.95387,              0.0098238,              0.0098238,              0.0098238
                    892,                0.55585,                0.45786,                0.84424,                0.51874,                0.43264,                0.42739,                0.32144,                 1.0039,                   2.75,                0.95762,              0.0098236,              0.0098236,              0.0098236
                    893,                0.51002,                0.43718,                0.83322,                0.49311,                0.42597,                0.42949,                0.32407,                 0.9961,                 2.7101,                0.95419,              0.0098234,              0.0098234,              0.0098234
                    894,                 0.5527,                0.43214,                0.82313,                0.41019,                0.47669,                0.42721,                0.31977,                 1.0068,                 2.7371,                0.95914,              0.0098232,              0.0098232,              0.0098232
                    895,                0.51774,                0.44712,                 0.8301,                0.47811,                0.45559,                0.44359,                0.32797,                0.99754,                 2.6397,                0.95221,               0.009823,               0.009823,               0.009823
                    896,                0.49718,                0.43107,                0.81388,                0.47654,                0.44414,                0.42723,                0.32159,                0.99504,                 2.6644,                0.95266,              0.0098228,              0.0098228,              0.0098228
                    897,                0.53872,                0.44461,                0.83611,                0.40519,                0.43628,                0.44755,                0.33455,                 1.0064,                 2.6802,                0.95158,              0.0098226,              0.0098226,              0.0098226
                    898,                0.53442,                0.44179,                0.83007,                0.28797,                0.47178,                0.43963,                0.32917,                0.99806,                 2.6777,                0.95361,              0.0098224,              0.0098224,              0.0098224
                    899,                0.52185,                0.45357,                0.83971,                 0.4462,                0.40028,                  0.463,                0.34355,                 1.0147,                 2.7617,                 0.9639,              0.0098222,              0.0098222,              0.0098222
                    900,                0.54696,                0.47333,                0.83214,                0.39391,                0.42471,                0.45913,                0.34144,                 1.0141,                 2.7637,                0.96643,               0.009822,               0.009822,               0.009822
                    901,                0.57927,                0.45901,                0.83209,                0.40056,                0.42253,                0.44734,                0.34021,                 1.0111,                 2.7526,                0.96122,              0.0098218,              0.0098218,              0.0098218
                    902,                0.52086,                0.43902,                0.82726,                 0.4031,                0.42045,                 0.4409,                0.33665,                 1.0019,                 2.7279,                0.96786,              0.0098216,              0.0098216,              0.0098216
                    903,                0.55168,                0.44743,                0.82166,                0.31172,                0.43711,                0.43838,                0.33216,                 1.0178,                 2.7976,                 0.9743,              0.0098214,              0.0098214,              0.0098214
                    904,                0.52365,                0.42255,                0.82475,                0.29314,                0.43653,                0.44809,                0.33677,                 1.0215,                 2.8346,                0.96924,              0.0098212,              0.0098212,              0.0098212
                    905,                0.52174,                0.46257,                0.82727,                0.31007,                0.43626,                0.44935,                0.33654,                 1.0247,                 2.7874,                0.96868,               0.009821,               0.009821,               0.009821
                    906,                0.54845,                0.44283,                0.82968,                0.30686,                0.43727,                0.44589,                0.33181,                 1.0324,                 2.8059,                0.96574,              0.0098208,              0.0098208,              0.0098208
                    907,                0.52643,                0.45778,                0.82248,                0.33512,                0.40293,                  0.415,                0.30595,                 1.0219,                 2.8516,                0.96343,              0.0098206,              0.0098206,              0.0098206
                    908,                 0.5571,                0.45141,                0.82498,                0.37566,                 0.4373,                0.42093,                 0.3159,                 1.0236,                 2.8673,                0.96465,              0.0098204,              0.0098204,              0.0098204
                    909,                0.53033,                 0.4402,                0.82934,                0.41478,                0.44201,                 0.4241,                0.31327,                 1.0172,                 2.8859,                0.95934,              0.0098202,              0.0098202,              0.0098202
                    910,                0.51214,                0.44556,                0.82105,                0.41311,                 0.4231,                0.43686,                 0.3251,                 1.0176,                  2.854,                0.96505,                0.00982,                0.00982,                0.00982
                    911,                0.48695,                0.42257,                0.82803,                0.39085,                0.46484,                0.42833,                0.31395,                  1.047,                 2.8165,                 0.9705,              0.0098198,              0.0098198,              0.0098198
                    912,                 0.5418,                0.47132,                0.83196,                0.40964,                0.46491,                0.42298,                0.31542,                 1.0352,                 2.8191,                0.96773,              0.0098196,              0.0098196,              0.0098196
                    913,                0.52441,                0.45104,                0.82925,                0.45606,                0.45477,                0.45853,                0.33938,                 1.0355,                 2.8592,                0.96434,              0.0098194,              0.0098194,              0.0098194
                    914,                0.52533,                0.43666,                0.81856,                0.46457,                0.44522,                0.46658,                 0.3431,                 1.0218,                 2.8898,                 0.9596,              0.0098192,              0.0098192,              0.0098192
                    915,                 0.5457,                0.45423,                0.83774,                0.45361,                0.43801,                0.44388,                0.33387,                 1.0027,                 2.9625,                0.95402,               0.009819,               0.009819,               0.009819
                    916,                0.54801,                0.44399,                0.82185,                 0.4691,                0.46168,                0.43144,                0.31837,                 1.0157,                 2.9786,                0.95332,              0.0098188,              0.0098188,              0.0098188
                    917,                 0.5351,                0.45636,                0.83325,                0.44951,                0.46543,                0.43234,                0.32307,                0.98081,                 2.9692,                0.94329,              0.0098186,              0.0098186,              0.0098186
                    918,                0.51683,                0.42042,                0.82263,                0.46831,                 0.4752,                0.42983,                0.31558,                 1.0052,                 2.9722,                0.94741,              0.0098184,              0.0098184,              0.0098184
                    919,                 0.5382,                0.43192,                0.82322,                0.44152,                0.40041,                0.40985,                0.30059,                 1.0242,                 2.9832,                0.95378,              0.0098182,              0.0098182,              0.0098182
                    920,                0.54514,                0.44449,                0.81952,                0.40109,                  0.484,                0.42754,                0.31835,                0.99059,                 2.9022,                0.94444,               0.009818,               0.009818,               0.009818
                    921,                0.49264,                0.42324,                0.81813,                0.40021,                0.47627,                0.42768,                0.31669,                 1.0164,                 2.8798,                0.95321,              0.0098178,              0.0098178,              0.0098178
                    922,                0.51974,                0.44997,                0.81917,                0.41987,                0.47376,                0.44303,                0.32995,                 1.0085,                 2.8341,                0.95118,              0.0098176,              0.0098176,              0.0098176
                    923,                0.51435,                0.43447,                 0.8217,                0.53162,                0.44415,                0.47504,                0.35028,                 1.0014,                 2.8152,                0.95618,              0.0098174,              0.0098174,              0.0098174
                    924,                0.54449,                0.45868,                0.82466,                0.44965,                0.45297,                0.46832,                0.34975,                 1.0013,                 2.8679,                0.95746,              0.0098172,              0.0098172,              0.0098172
                    925,                0.53107,                0.44653,                0.83928,                0.46365,                0.45187,                0.44628,                0.33368,                 1.0068,                 2.8542,                0.95803,               0.009817,               0.009817,               0.009817
                    926,                0.52831,                 0.4479,                0.82046,                0.46657,                0.43469,                0.42341,                0.32055,                  1.001,                 2.8796,                0.95863,              0.0098169,              0.0098169,              0.0098169
                    927,                0.55358,                0.43644,                0.82474,                0.35213,                 0.4563,                0.41082,                0.30714,                 1.0127,                 2.9192,                0.96251,              0.0098167,              0.0098167,              0.0098167
                    928,                0.52823,                 0.4316,                0.82289,                0.34696,                0.43058,                0.40042,                0.30058,                 1.0106,                 2.9188,                0.96467,              0.0098165,              0.0098165,              0.0098165
                    929,                0.53698,                0.44288,                0.83531,                0.43029,                0.43681,                0.40545,                  0.301,                 1.0354,                 2.9011,                0.97127,              0.0098163,              0.0098163,              0.0098163
                    930,                0.52581,                0.44109,                0.83165,                0.39292,                0.45388,                 0.4112,                0.31182,                 1.0309,                 2.9162,                0.97442,              0.0098161,              0.0098161,              0.0098161
                    931,                0.50926,                0.44149,                0.82797,                0.35611,                0.45392,                0.38948,                 0.2923,                 1.0321,                 2.9208,                 0.9712,              0.0098159,              0.0098159,              0.0098159
                    932,                0.61768,                0.47203,                0.85387,                0.39122,                0.45426,                 0.4005,                0.29389,                 1.0428,                 2.9502,                 0.9705,              0.0098157,              0.0098157,              0.0098157
                    933,                0.50936,                0.42389,                0.81147,                0.37807,                0.45028,                0.38811,                0.28614,                 1.0258,                 2.9032,                0.96656,              0.0098155,              0.0098155,              0.0098155
                    934,                0.51896,                0.41119,                 0.8253,                0.39306,                0.46969,                0.38355,                0.27987,                 1.0325,                 2.9031,                0.96659,              0.0098153,              0.0098153,              0.0098153
                    935,                0.47146,                0.41731,                0.82016,                0.37443,                0.45902,                0.39419,                 0.2955,                 1.0311,                  2.837,                0.96289,              0.0098151,              0.0098151,              0.0098151
                    936,                0.54729,                0.45346,                 0.8317,                0.36395,                0.46167,                0.40443,                0.29967,                 1.0301,                 2.8309,                0.96654,              0.0098149,              0.0098149,              0.0098149
                    937,                0.54294,                0.42754,                0.82756,                0.38347,                0.46641,                0.39842,                0.28983,                 1.0296,                 2.8279,                0.96934,              0.0098147,              0.0098147,              0.0098147
                    938,                0.51562,                0.42262,                0.81436,                0.35066,                0.47023,                0.41015,                0.30685,                 1.0299,                 2.7682,                0.96957,              0.0098145,              0.0098145,              0.0098145
                    939,                0.53555,                0.45119,                0.82657,                0.46628,                0.45968,                0.41432,                0.31596,                 1.0145,                 2.7242,                0.96744,              0.0098143,              0.0098143,              0.0098143
                    940,                0.52872,                0.43579,                0.82539,                0.43939,                0.49434,                0.42452,                0.32061,                 1.0231,                 2.7272,                0.97354,              0.0098141,              0.0098141,              0.0098141
                    941,                0.55718,                0.43866,                0.81905,                0.47567,                 0.4737,                0.42532,                0.32597,                 1.0031,                 2.7635,                0.96129,              0.0098139,              0.0098139,              0.0098139
                    942,                0.52436,                0.42611,                0.81813,                 0.4246,                0.44363,                 0.4013,                0.30219,                0.99828,                 2.7627,                0.95946,              0.0098137,              0.0098137,              0.0098137
                    943,                0.49698,                0.42057,                0.82069,                 0.4629,                0.45798,                0.42101,                0.31927,                0.99864,                 2.7184,                0.95947,              0.0098135,              0.0098135,              0.0098135
                    944,                0.56131,                0.43332,                0.82285,                0.45851,                0.46029,                0.43907,                0.32701,                 1.0009,                 2.7772,                0.95627,              0.0098133,              0.0098133,              0.0098133
                    945,                0.52592,                0.44922,                0.83774,                0.44761,                0.46846,                0.44095,                0.32907,                 0.9992,                 2.7564,                0.95519,              0.0098131,              0.0098131,              0.0098131
                    946,                0.50497,                0.40969,                0.82322,                 0.4133,                 0.4619,                0.45629,                0.34094,                 0.9909,                 2.7548,                0.95237,              0.0098129,              0.0098129,              0.0098129
                    947,                 0.5145,                0.43241,                0.83026,                 0.4649,                0.44652,                 0.4561,                0.34681,                0.97604,                 2.7357,                0.95664,              0.0098127,              0.0098127,              0.0098127
                    948,                0.53254,                0.43537,                0.81906,                0.47452,                0.41048,                0.46112,                0.34977,                0.97842,                 2.7345,                0.95754,              0.0098125,              0.0098125,              0.0098125
                    949,                0.52933,                0.43743,                0.83327,                0.47031,                0.40896,                0.46795,                0.35695,                0.97386,                 2.7243,                0.95676,              0.0098123,              0.0098123,              0.0098123
                    950,                0.51895,                0.42203,                0.84588,                0.51052,                0.42639,                0.47154,                0.35503,                0.97221,                  2.735,                0.95847,              0.0098121,              0.0098121,              0.0098121
                    951,                0.51124,                0.43036,                0.83332,                0.45085,                0.44975,                0.47408,                0.35314,                0.97823,                 2.7708,                0.96331,              0.0098119,              0.0098119,              0.0098119
                    952,                0.52274,                0.45056,                0.83544,                0.45484,                0.48401,                0.47229,                0.35036,                0.96918,                  2.751,                0.95962,              0.0098117,              0.0098117,              0.0098117
                    953,                0.48721,                0.41213,                 0.8211,                0.41076,                0.47542,                0.46153,                0.34354,                0.97835,                 2.8085,                0.96289,              0.0098115,              0.0098115,              0.0098115
                    954,                 0.5005,                0.42974,                 0.8221,                0.43294,                0.48908,                0.45162,                0.33538,                0.96375,                 2.8159,                0.95868,              0.0098113,              0.0098113,              0.0098113
                    955,                0.48338,                0.41388,                0.80848,                0.38819,                  0.445,                0.46225,                0.35191,                0.95783,                 2.8074,                0.95823,              0.0098111,              0.0098111,              0.0098111
                    956,                0.53711,                0.45355,                 0.8276,                0.37368,                0.44091,                0.45933,                 0.3508,                0.96451,                 2.8144,                0.96296,              0.0098109,              0.0098109,              0.0098109
                    957,                0.56797,                0.43826,                0.82307,                0.38114,                0.43653,                0.44908,                0.34179,                0.95738,                 2.8092,                0.95939,              0.0098107,              0.0098107,              0.0098107
                    958,                0.51628,                0.42206,                0.82238,                0.39348,                 0.4376,                0.43145,                0.32534,                0.94669,                 2.8452,                0.95675,              0.0098105,              0.0098105,              0.0098105
                    959,                0.48847,                0.42584,                0.83168,                   0.42,                0.44878,                0.43049,                0.32914,                0.96237,                 2.8588,                0.95483,              0.0098103,              0.0098103,              0.0098103
                    960,                0.49325,                0.43702,                0.83505,                0.49783,                0.44222,                0.43572,                0.32762,                0.96901,                 2.8669,                0.95497,              0.0098101,              0.0098101,              0.0098101
                    961,                0.48477,                0.42928,                0.81313,                0.45029,                0.43601,                0.42819,                0.32502,                   0.98,                 2.9371,                0.95749,              0.0098099,              0.0098099,              0.0098099
                    962,                0.48698,                0.45366,                0.83612,                0.40803,                0.43753,                0.42745,                0.32019,                0.97604,                 2.9455,                0.95725,              0.0098097,              0.0098097,              0.0098097
                    963,                0.51742,                0.43777,                0.80697,                0.46076,                0.43029,                0.40522,                0.31072,                0.97664,                 2.9408,                0.96163,              0.0098095,              0.0098095,              0.0098095
                    964,                0.52657,                0.41888,                0.82321,                0.46487,                 0.4287,                0.40237,                0.31137,                0.96833,                 2.9571,                0.95613,              0.0098093,              0.0098093,              0.0098093
                    965,                0.54486,                0.43481,                0.82066,                0.45977,                0.42103,                0.40579,                0.31114,                0.98453,                 2.9564,                 0.9609,              0.0098091,              0.0098091,              0.0098091
                    966,                0.53122,                0.42375,                0.81664,                0.42413,                0.43622,                0.40946,                0.31354,                0.98051,                 2.9613,                0.95981,              0.0098089,              0.0098089,              0.0098089
                    967,                0.48123,                0.42746,                0.83024,                0.39692,                 0.4287,                0.39837,                0.30212,                 1.0059,                 2.9973,                0.96363,              0.0098087,              0.0098087,              0.0098087
                    968,                0.51197,                0.41689,                0.81032,                 0.4792,                0.39068,                0.38823,                0.29768,                 1.0131,                 3.0391,                0.96638,              0.0098085,              0.0098085,              0.0098085
                    969,                0.51104,                0.43118,                0.81932,                0.44261,                0.40506,                0.38159,                0.28889,                 1.0297,                 3.0465,                0.96804,              0.0098083,              0.0098083,              0.0098083
                    970,                0.49542,                0.41485,                0.80866,                0.38011,                0.42598,                0.37852,                0.28362,                 1.0437,                 3.0852,                0.97186,              0.0098081,              0.0098081,              0.0098081
                    971,                0.48089,                0.41337,                 0.8168,                0.38443,                0.43103,                0.37606,                0.27774,                 1.0385,                 3.1317,                0.96846,              0.0098079,              0.0098079,              0.0098079
                    972,                 0.5575,                0.44832,                0.84994,                0.42483,                0.40213,                0.37328,                0.27382,                 1.0568,                 3.1399,                 0.9744,              0.0098077,              0.0098077,              0.0098077
                    973,                0.51576,                0.40587,                0.81042,                0.39314,                0.42645,                0.37428,                0.27506,                 1.0269,                 3.0846,                0.96737,              0.0098075,              0.0098075,              0.0098075
                    974,                0.48798,                0.40923,                0.82671,                0.44275,                0.42104,                0.37924,                0.27679,                 1.0492,                 3.1435,                0.97398,              0.0098073,              0.0098073,              0.0098073
                    975,                0.47377,                0.39993,                0.81692,                0.35826,                0.42803,                0.41713,                0.30842,                 1.0567,                 3.0766,                0.97364,              0.0098071,              0.0098071,              0.0098071
                    976,                0.56067,                 0.4346,                0.82723,                0.41277,                0.42781,                0.41893,                0.31072,                 1.0224,                 3.0082,                0.96411,               0.009807,               0.009807,               0.009807
                    977,                0.52591,                0.41995,                0.81768,                 0.4123,                 0.4088,                0.43076,                0.31864,                 1.0468,                 2.9813,                0.97038,              0.0098068,              0.0098068,              0.0098068
                    978,                 0.5496,                0.43748,                  0.833,                0.40511,                0.42691,                0.39939,                0.29296,                 1.0222,                 2.9677,                0.96626,              0.0098066,              0.0098066,              0.0098066
                    979,                0.50498,                0.42324,                 0.8352,                 0.4095,                0.42199,                0.39774,                0.29785,                 1.0167,                 3.0842,                0.97085,              0.0098064,              0.0098064,              0.0098064
                    980,                0.56676,                0.43741,                0.84089,                0.42466,                0.42766,                0.40181,                 0.3014,                 1.0032,                 3.1213,                0.97017,              0.0098062,              0.0098062,              0.0098062
                    981,                0.51866,                0.41297,                0.82467,                0.41461,                0.43074,                0.41073,                0.30865,                 1.0275,                 3.1203,                0.97757,               0.009806,               0.009806,               0.009806
                    982,                0.53879,                0.42226,                0.81664,                0.39597,                0.45094,                 0.4075,                0.30296,                 1.0234,                 3.0484,                0.97302,              0.0098058,              0.0098058,              0.0098058
                    983,                0.49023,                0.41561,                0.83525,                0.38181,                0.44009,                0.41484,                0.31434,                 1.0114,                 2.9444,                0.96687,              0.0098056,              0.0098056,              0.0098056
                    984,                0.53382,                0.43912,                0.82713,                0.43405,                0.35272,                0.43368,                  0.323,                  1.052,                 2.8802,                0.97559,              0.0098054,              0.0098054,              0.0098054
                    985,                0.51873,                0.42273,                0.82755,                0.33878,                0.39892,                0.45087,                0.33486,                 1.0387,                 2.8756,                0.97062,              0.0098052,              0.0098052,              0.0098052
                    986,                0.51757,                0.41866,                 0.8218,                0.46653,                0.40119,                0.45608,                0.33615,                 1.0589,                 2.8849,                0.97964,               0.009805,               0.009805,               0.009805
                    987,                0.49708,                0.41222,                0.81623,                0.41455,                0.37234,                0.44331,                0.33378,                 1.0232,                 2.9465,                0.96641,              0.0098048,              0.0098048,              0.0098048
                    988,                0.55603,                0.43488,                0.83492,                0.31844,                0.40308,                0.43686,                0.33069,                 1.0122,                 2.9534,                0.96131,              0.0098046,              0.0098046,              0.0098046
                    989,                0.50051,                0.42405,                0.82116,                0.37058,                0.39535,                0.43667,                0.32715,                 1.0004,                 2.9602,                0.96085,              0.0098044,              0.0098044,              0.0098044
                    990,                0.54612,                0.40761,                0.83158,                0.39001,                0.38824,                0.42469,                0.31913,                 1.0168,                 3.0222,                0.96184,              0.0098042,              0.0098042,              0.0098042
                    991,                 0.5287,                0.41712,                 0.8266,                0.37056,                0.43147,                0.40693,                0.31085,                 1.0102,                 3.0682,                0.96102,               0.009804,               0.009804,               0.009804
                    992,                0.52305,                0.42267,                0.82306,                0.38805,                0.43275,                0.40189,                0.30641,                0.99937,                 3.0384,                0.95669,              0.0098038,              0.0098038,              0.0098038
                    993,                 0.5194,                0.42093,                0.83106,                0.30392,                0.43306,                0.39122,                0.29547,                 1.0235,                 3.0526,                0.95988,              0.0098036,              0.0098036,              0.0098036
                    994,                0.49923,                0.41295,                0.82834,                0.31858,                0.44992,                0.39669,                0.30277,                 1.0168,                 3.0535,                0.95442,              0.0098034,              0.0098034,              0.0098034
                    995,                0.49928,                 0.4304,                0.81431,                0.32184,                0.44835,                0.41295,                  0.311,                 1.0061,                 3.0585,                0.95518,              0.0098032,              0.0098032,              0.0098032
                    996,                0.53806,                0.42882,                0.81858,                0.32871,                0.44868,                 0.4088,                0.30934,                 1.0303,                 3.1001,                0.95954,               0.009803,               0.009803,               0.009803
                    997,                0.51927,                0.41173,                0.82832,                0.31771,                0.44223,                0.41192,                0.30988,                 1.0189,                 3.1208,                0.95899,              0.0098028,              0.0098028,              0.0098028
                    998,                0.51284,                0.40067,                0.81611,                0.31926,                0.43643,                0.40372,                0.30482,                  1.042,                 3.1395,                0.96462,              0.0098026,              0.0098026,              0.0098026
                    999,                0.50085,                0.39497,                0.82036,                0.37693,                0.45501,                0.40621,                0.31079,                 1.0092,                 3.0261,                0.95544,              0.0098024,              0.0098024,              0.0098024
                   1000,                0.54134,                0.43413,                0.84272,                0.37636,                0.42706,                0.40789,                0.31273,                 1.0165,                 2.9833,                0.95735,              0.0098022,              0.0098022,              0.0098022
                   1001,                0.50518,                0.42324,                0.82286,                0.36505,                0.42617,                0.41412,                0.31534,                 1.0057,                 2.9636,                0.95501,               0.009802,               0.009802,               0.009802
                   1002,                0.48828,                0.41321,                0.82444,                0.37864,                 0.4026,                 0.4115,                0.31872,                 1.0187,                 2.9425,                0.95776,              0.0098018,              0.0098018,              0.0098018
                   1003,                0.53436,                0.42239,                0.82109,                0.38198,                0.43369,                0.41274,                0.31548,                   1.02,                 2.8656,                0.96395,              0.0098016,              0.0098016,              0.0098016
                   1004,                0.54077,                 0.4222,                0.83305,                0.39247,                0.43507,                0.40655,                0.31222,                   1.02,                  2.879,                0.96574,              0.0098014,              0.0098014,              0.0098014
                   1005,                0.51526,                0.41239,                0.82211,                0.37321,                0.43001,                0.42254,                0.33112,                 1.0062,                 2.8559,                0.96572,              0.0098012,              0.0098012,              0.0098012
                   1006,                0.51132,                0.40088,                0.82475,                0.36809,                0.42962,                0.40888,                0.31605,                 1.0282,                 2.9201,                0.97026,               0.009801,               0.009801,               0.009801
                   1007,                0.49485,                 0.4058,                0.81602,                0.36544,                0.40631,                0.40224,                0.30558,                 1.0234,                 2.9611,                0.96504,              0.0098008,              0.0098008,              0.0098008
                   1008,                0.55574,                0.43094,                0.84009,                 0.3906,                0.38651,                0.39783,                0.30435,                 1.0129,                 3.0067,                0.96029,              0.0098006,              0.0098006,              0.0098006
                   1009,                0.53917,                0.43848,                0.82003,                0.35768,                0.40862,                0.40655,                0.31035,                 1.0294,                 2.9996,                0.96732,              0.0098004,              0.0098004,              0.0098004
                   1010,                0.51364,                0.40365,                0.81563,                0.35759,                0.38222,                0.41431,                0.31536,                 1.0201,                 2.9719,                 0.9662,              0.0098002,              0.0098002,              0.0098002
                   1011,                0.48848,                0.41065,                0.81317,                  0.362,                0.41162,                0.39032,                0.29789,                 1.0255,                 2.9264,                0.97458,                 0.0098,                 0.0098,                 0.0098
                   1012,                0.55151,                0.42884,                0.82768,                0.36608,                0.39525,                0.38986,                0.29432,                 1.0095,                 2.9188,                 0.9684,              0.0097998,              0.0097998,              0.0097998
                   1013,                0.55093,                0.41979,                0.82469,                0.33582,                0.42106,                0.38633,                0.29196,                 1.0145,                 2.9068,                0.97038,              0.0097996,              0.0097996,              0.0097996
                   1014,                0.48359,                0.41113,                0.82408,                0.34136,                0.40617,                 0.3801,                  0.289,                  1.002,                 2.8999,                0.96304,              0.0097994,              0.0097994,              0.0097994
                   1015,                0.51304,                0.40865,                 0.8023,                0.38286,                0.41041,                0.38018,                 0.2891,                0.98505,                 2.8591,                0.95384,              0.0097992,              0.0097992,              0.0097992
                   1016,                0.53305,                0.42375,                 0.8249,                0.34798,                0.40283,                0.38076,                0.28667,                0.99038,                 2.8442,                  0.955,               0.009799,               0.009799,               0.009799
                   1017,                0.52149,                0.40579,                0.81926,                0.38105,                0.41821,                0.39184,                0.30422,                0.97288,                 2.8072,                0.94825,              0.0097988,              0.0097988,              0.0097988
                   1018,                0.50095,                0.43255,                0.83687,                0.39545,                0.41121,                0.39417,                0.29998,                0.97008,                 2.8414,                0.94752,              0.0097986,              0.0097986,              0.0097986
                   1019,                0.47843,                0.41164,                0.81738,                0.33863,                0.43968,                0.39479,                0.30206,                0.96021,                 2.8715,                 0.9467,              0.0097984,              0.0097984,              0.0097984
                   1020,                0.52874,                0.43044,                0.82289,                0.39514,                0.41955,                0.40221,                0.30793,                0.96821,                 2.8642,                0.95391,              0.0097982,              0.0097982,              0.0097982
